Gender_F_Flag,Gender_M_Flag,Residence_distance_from_store,time_in_store,accompanying_people,family_size,total_purchase_amount,F1,F2,F3,F4
1,0,9,51,0,5,1809,51,2601,0,81
1,0,5,51,1,4,1200,51,2601,1,25
0,1,4,37,2,5,1293,0,1369,4,16
0,1,6,38,4,3,2302,0,1444,16,36
1,0,7,52,1,3,1795,52,2704,1,49
0,1,6,38,4,4,1702,0,1444,16,36
1,0,7,54,4,6,2321,54,2916,16,49
1,0,6,54,6,4,2169,54,2916,36,36
1,0,3,52,4,3,1755,52,2704,16,9
0,1,6,37,2,5,1443,0,1369,4,36
1,0,7,54,5,4,2274,54,2916,25,49
1,0,3,54,7,4,2279,54,2916,49,9
0,1,7,37,1,5,1686,0,1369,1,49
1,0,4,53,4,3,2058,53,2809,16,16
0,1,2,36,2,4,454,0,1296,4,4
0,1,8,39,4,3,1571,0,1521,16,64
1,0,6,55,7,6,2669,55,3025,49,36
0,1,3,37,4,6,1172,0,1369,16,9
1,0,10,54,4,5,2199,54,2916,16,100
1,0,10,55,6,5,2864,55,3025,36,100
1,0,3,52,3,3,1381,52,2704,9,9
0,1,1,35,1,3,1021,0,1225,1,1
1,0,4,52,3,5,1453,52,2704,9,16
1,0,7,54,4,4,1556,54,2916,16,49
1,0,4,52,2,4,1057,52,2704,4,16
1,0,2,52,4,6,1294,52,2704,16,4
1,0,4,53,4,5,1510,53,2809,16,16
1,0,6,55,7,4,2368,55,3025,49,36
1,0,9,54,3,3,2056,54,2916,9,81
1,0,7,53,3,4,1923,53,2809,9,49
1,0,2,49,0,4,676,49,2401,0,4
1,0,8,52,1,4,1648,52,2704,1,64
1,0,3,51,1,5,1056,51,2601,1,9
1,0,4,52,2,4,948,52,2704,4,16
0,1,4,36,1,5,1021,0,1296,1,16
1,0,4,52,2,4,1578,52,2704,4,16
0,1,8,38,3,4,1408,0,1444,9,64
1,0,1,51,4,5,1587,51,2601,16,1
1,0,6,53,3,3,1745,53,2809,9,36
1,0,4,51,1,5,955,51,2601,1,16
1,0,1,53,7,3,1996,53,2809,49,1
0,1,7,37,1,4,1489,0,1369,1,49
1,0,7,53,3,5,2006,53,2809,9,49
0,1,4,38,4,3,1863,0,1444,16,16
1,0,7,54,4,4,2286,54,2916,16,49
1,0,2,51,3,4,1385,51,2601,9,4
1,0,5,53,4,6,1491,53,2809,16,25
1,0,6,52,1,5,1323,52,2704,1,36
1,0,3,52,3,5,1430,52,2704,9,9
1,0,9,54,3,5,2192,54,2916,9,81
1,0,1,52,5,3,1677,52,2704,25,1
1,0,2,52,4,3,1583,52,2704,16,4
1,0,5,54,5,5,1957,54,2916,25,25
1,0,4,51,1,4,1416,51,2601,1,16
1,0,2,51,2,3,1196,51,2601,4,4
1,0,5,53,3,6,1398,53,2809,9,25
1,0,6,53,4,3,1852,53,2809,16,36
1,0,5,51,1,3,1861,51,2601,1,25
0,1,4,37,2,4,1031,0,1369,4,16
0,1,2,36,2,5,1023,0,1296,4,4
1,0,2,52,4,5,1579,52,2704,16,4
0,1,6,37,2,5,1371,0,1369,4,36
1,0,3,53,5,4,1719,53,2809,25,9
1,0,6,53,4,3,1223,53,2809,16,36
1,0,5,52,2,4,1512,52,2704,4,25
1,0,2,51,2,3,1148,51,2601,4,4
1,0,4,54,6,5,2075,54,2916,36,16
0,1,7,38,3,3,1993,0,1444,9,49
1,0,6,52,2,4,1084,52,2704,4,36
1,0,2,51,3,4,1706,51,2601,9,4
1,0,6,52,2,4,1700,52,2704,4,36
1,0,2,51,2,4,1122,51,2601,4,4
1,0,5,51,1,5,1114,51,2601,1,25
0,1,0,35,5,4,1236,0,1225,25,0
1,0,10,55,6,3,2736,55,3025,36,100
1,0,3,51,2,5,1435,51,2601,4,9
1,0,3,50,0,6,646,50,2500,0,9
1,0,9,53,2,4,1651,53,2809,4,81
1,0,5,53,4,4,1957,53,2809,16,25
1,0,3,51,1,3,970,51,2601,1,9
1,0,8,54,5,4,2023,54,2916,25,64
0,1,4,39,6,4,1940,0,1521,36,16
0,1,7,38,2,3,1236,0,1444,4,49
1,0,7,54,4,5,1455,54,2916,16,49
1,0,7,53,3,4,1728,53,2809,9,49
1,0,8,51,0,4,1588,51,2601,0,64
0,1,5,38,3,3,1366,0,1444,9,25
1,0,2,53,7,4,2127,53,2809,49,4
0,1,5,38,3,6,1349,0,1444,9,25
0,1,3,38,6,3,1704,0,1444,36,9
0,1,6,38,4,3,1687,0,1444,16,36
1,0,4,53,4,3,1635,53,2809,16,16
1,0,10,53,2,4,1618,53,2809,4,100
1,0,11,54,3,5,1809,54,2916,9,121
0,1,5,37,2,3,972,0,1369,4,25
1,0,3,53,5,6,1952,53,2809,25,9
1,0,5,54,5,5,1913,54,2916,25,25
1,0,4,52,3,3,1492,52,2704,9,16
1,0,8,54,4,2,2531,54,2916,16,64
1,0,2,52,4,4,1354,52,2704,16,4
1,0,2,52,4,4,1951,52,2704,16,4
1,0,5,53,4,4,1689,53,2809,16,25
0,1,5,37,2,4,1072,0,1369,4,25
1,0,5,53,3,4,1476,53,2809,9,25
1,0,6,53,4,3,1914,53,2809,16,36
1,0,7,53,3,4,2107,53,2809,9,49
0,1,6,39,5,5,2326,0,1521,25,36
1,0,3,52,3,4,1433,52,2704,9,9
1,0,7,53,3,6,1635,53,2809,9,49
0,1,3,38,5,3,1894,0,1444,25,9
0,1,7,38,3,5,1634,0,1444,9,49
1,0,6,52,1,5,1537,52,2704,1,36
1,0,5,52,2,4,1852,52,2704,4,25
1,0,3,51,2,3,1161,51,2601,4,9
0,1,3,37,3,5,1432,0,1369,9,9
1,0,3,51,2,4,1274,51,2601,4,9
1,0,7,53,2,3,1476,53,2809,4,49
0,1,8,38,3,4,2001,0,1444,9,64
1,0,7,53,2,3,1490,53,2809,4,49
1,0,9,55,6,4,2637,55,3025,36,81
0,1,2,36,3,2,1074,0,1296,9,4
1,0,6,54,5,2,2157,54,2916,25,36
0,1,7,39,5,4,1778,0,1521,25,49
0,1,6,37,2,5,1493,0,1369,4,36
0,1,6,37,2,4,927,0,1369,4,36
1,0,2,51,3,4,723,51,2601,9,4
1,0,5,51,1,4,1484,51,2601,1,25
1,0,5,54,5,3,1613,54,2916,25,25
1,0,9,55,5,4,2639,55,3025,25,81
1,0,8,54,4,5,2345,54,2916,16,64
1,0,2,49,0,3,499,49,2401,0,4
1,0,3,52,3,4,1303,52,2704,9,9
1,0,6,54,5,3,1916,54,2916,25,36
1,0,1,51,4,4,1037,51,2601,16,1
1,0,10,55,5,4,2152,55,3025,25,100
1,0,6,52,2,5,1504,52,2704,4,36
1,0,5,52,2,4,1797,52,2704,4,25
0,1,6,37,2,4,1678,0,1369,4,36
0,1,4,37,2,5,1371,0,1369,4,16
1,0,10,54,3,4,2271,54,2916,9,100
1,0,7,52,1,5,1090,52,2704,1,49
1,0,6,52,2,4,1611,52,2704,4,36
1,0,7,54,5,5,1726,54,2916,25,49
1,0,3,52,3,6,1005,52,2704,9,9
1,0,6,52,1,4,1322,52,2704,1,36
0,1,4,36,1,3,754,0,1296,1,16
1,0,6,54,6,4,2311,54,2916,36,36
1,0,7,53,3,5,1499,53,2809,9,49
0,1,2,38,7,5,1852,0,1444,49,4
1,0,6,52,1,4,1947,52,2704,1,36
1,0,5,53,3,4,1293,53,2809,9,25
1,0,1,50,1,5,964,50,2500,1,1
1,0,5,53,3,4,1321,53,2809,9,25
1,0,7,53,2,4,1776,53,2809,4,49
0,1,5,38,3,2,1609,0,1444,9,25
1,0,4,52,2,3,1492,52,2704,4,16
0,1,3,36,2,4,1449,0,1296,4,9
0,1,5,38,3,3,1385,0,1444,9,25
1,0,9,54,4,5,2236,54,2916,16,81
1,0,3,51,2,3,1490,51,2601,4,9
1,0,4,54,6,2,1835,54,2916,36,16
1,0,6,53,4,5,1909,53,2809,16,36
0,1,6,39,5,3,1902,0,1521,25,36
1,0,8,53,3,4,1905,53,2809,9,64
1,0,10,55,5,5,2536,55,3025,25,100
0,1,5,38,3,4,1599,0,1444,9,25
1,0,6,53,3,2,1456,53,2809,9,36
1,0,4,53,5,3,1681,53,2809,25,16
1,0,11,56,6,4,3168,56,3136,36,121
1,0,8,54,5,3,2214,54,2916,25,64
1,0,4,52,3,4,1309,52,2704,9,16
0,1,2,36,2,4,636,0,1296,4,4
0,1,8,39,5,4,2118,0,1521,25,64
1,0,2,53,6,4,1758,53,2809,36,4
1,0,11,54,3,5,2566,54,2916,9,121
0,1,4,38,5,4,1819,0,1444,25,16
1,0,3,53,6,4,2014,53,2809,36,9
0,1,7,40,8,4,2372,0,1600,64,49
0,1,3,36,2,3,1645,0,1296,4,9
0,1,11,38,1,4,2187,0,1444,1,121
1,0,9,54,3,3,1839,54,2916,9,81
1,0,6,53,4,3,1867,53,2809,16,36
1,0,5,50,0,3,952,50,2500,0,25
0,1,2,37,4,4,1497,0,1369,16,4
1,0,4,52,3,6,1562,52,2704,9,16
1,0,6,53,3,4,1655,53,2809,9,36
1,0,6,52,2,4,1251,52,2704,4,36
1,0,6,53,3,4,1756,53,2809,9,36
1,0,10,53,2,3,1842,53,2809,4,100
0,1,5,39,5,5,1922,0,1521,25,25
1,0,4,52,2,1,1001,52,2704,4,16
0,1,2,36,3,4,1270,0,1296,9,4
1,0,6,54,5,4,2224,54,2916,25,36
0,1,3,37,3,3,1241,0,1369,9,9
1,0,6,54,6,5,2431,54,2916,36,36
1,0,5,53,4,4,1840,53,2809,16,25
0,1,2,34,0,3,787,0,1156,0,4
1,0,8,55,6,5,2231,55,3025,36,64
0,1,3,37,3,4,1072,0,1369,9,9
1,0,3,53,5,5,1557,53,2809,25,9
1,0,3,52,3,4,1172,52,2704,9,9
1,0,7,53,2,5,1872,53,2809,4,49
1,0,2,49,0,4,807,49,2401,0,4
0,1,8,38,2,6,1719,0,1444,4,64
0,1,4,37,3,3,1718,0,1369,9,16
1,0,7,55,6,2,2261,55,3025,36,49
1,0,6,53,3,3,1869,53,2809,9,36
1,0,4,53,5,5,2060,53,2809,25,16
1,0,6,54,6,4,2607,54,2916,36,36
1,0,7,53,3,3,1920,53,2809,9,49
1,0,7,53,2,4,1707,53,2809,4,49
1,0,9,53,2,4,1929,53,2809,4,81
1,0,2,52,4,3,1679,52,2704,16,4
0,1,6,39,5,4,1658,0,1521,25,36
1,0,4,51,1,4,1069,51,2601,1,16
1,0,3,52,3,4,1394,52,2704,9,9
1,0,7,54,5,4,2097,54,2916,25,49
1,0,3,52,3,5,1906,52,2704,9,9
1,0,4,53,4,4,1593,53,2809,16,16
1,0,10,53,1,2,1730,53,2809,1,100
1,0,6,51,0,4,1573,51,2601,0,36
1,0,3,51,2,4,1005,51,2601,4,9
1,0,5,53,4,4,1542,53,2809,16,25
1,0,5,52,2,5,1233,52,2704,4,25
1,0,6,52,1,4,1124,52,2704,1,36
1,0,5,53,3,4,1686,53,2809,9,25
1,0,1,50,2,4,938,50,2500,4,1
0,1,2,36,2,3,1258,0,1296,4,4
0,1,1,36,3,2,862,0,1296,9,1
0,1,5,36,1,3,1083,0,1296,1,25
0,1,4,39,7,2,2136,0,1521,49,16
1,0,8,53,3,2,1811,53,2809,9,64
1,0,4,51,1,4,1231,51,2601,1,16
1,0,6,54,5,4,2306,54,2916,25,36
1,0,6,52,1,5,1363,52,2704,1,36
0,1,6,38,4,5,1895,0,1444,16,36
0,1,6,37,1,4,1203,0,1369,1,36
1,0,7,52,1,3,1887,52,2704,1,49
0,1,8,39,5,3,2144,0,1521,25,64
0,1,9,39,3,3,1673,0,1521,9,81
1,0,5,53,3,4,1746,53,2809,9,25
1,0,6,55,7,2,2221,55,3025,49,36
1,0,5,54,7,6,2034,54,2916,49,25
0,1,3,36,1,3,1112,0,1296,1,9
1,0,1,50,1,3,787,50,2500,1,1
0,1,5,38,3,3,1453,0,1444,9,25
1,0,5,54,5,3,1868,54,2916,25,25
1,0,3,51,2,4,1326,51,2601,4,9
0,1,9,37,1,4,1303,0,1369,1,81
1,0,5,53,4,3,1788,53,2809,16,25
1,0,1,52,5,4,1493,52,2704,25,1
0,1,8,38,3,5,1835,0,1444,9,64
1,0,5,53,3,3,1662,53,2809,9,25
1,0,6,53,3,4,1606,53,2809,9,36
1,0,4,53,5,6,1611,53,2809,25,16
1,0,7,54,4,4,2027,54,2916,16,49
1,0,4,55,8,5,2447,55,3025,64,16
1,0,8,53,3,3,2232,53,2809,9,64
1,0,6,52,2,3,1415,52,2704,4,36
1,0,6,52,1,4,1494,52,2704,1,36
0,1,8,39,4,4,1866,0,1521,16,64
0,1,2,35,1,4,680,0,1225,1,4
1,0,5,54,5,3,1948,54,2916,25,25
1,0,9,55,6,4,2427,55,3025,36,81
1,0,6,53,3,7,1926,53,2809,9,36
1,0,7,54,4,5,2244,54,2916,16,49
1,0,3,52,4,5,746,52,2704,16,9
1,0,3,52,4,5,2249,52,2704,16,9
1,0,3,51,2,4,1238,51,2601,4,9
0,1,12,39,3,4,2362,0,1521,9,144
1,0,7,52,1,3,1221,52,2704,1,49
0,1,8,38,2,3,1661,0,1444,4,64
1,0,7,53,3,4,1553,53,2809,9,49
1,0,5,51,1,5,1711,51,2601,1,25
0,1,4,36,1,5,1185,0,1296,1,16
0,1,5,38,3,3,1449,0,1444,9,25
0,1,4,37,2,3,1514,0,1369,4,16
1,0,9,52,1,4,1565,52,2704,1,81
0,1,4,37,3,6,1008,0,1369,9,16
1,0,8,54,5,5,2609,54,2916,25,64
1,0,5,53,3,4,1773,53,2809,9,25
1,0,5,51,1,4,1076,51,2601,1,25
1,0,4,51,1,4,1003,51,2601,1,16
0,1,5,37,2,5,612,0,1369,4,25
0,1,6,39,6,2,1909,0,1521,36,36
1,0,2,51,2,4,1088,51,2601,4,4
1,0,4,51,1,5,1477,51,2601,1,16
1,0,2,50,1,2,1380,50,2500,1,4
0,1,4,36,1,4,1179,0,1296,1,16
0,1,8,39,4,3,1853,0,1521,16,64
1,0,1,51,3,6,1529,51,2601,9,1
1,0,3,53,5,4,1784,53,2809,25,9
1,0,5,54,6,6,2009,54,2916,36,25
1,0,5,52,2,4,1479,52,2704,4,25
1,0,11,55,4,4,2570,55,3025,16,121
0,1,3,36,1,4,583,0,1296,1,9
1,0,2,51,2,4,1016,51,2601,4,4
1,0,3,52,3,6,1731,52,2704,9,9
1,0,3,53,5,3,1174,53,2809,25,9
0,1,3,36,2,4,940,0,1296,4,9
0,1,8,38,2,3,1734,0,1444,4,64
1,0,3,53,5,6,1689,53,2809,25,9
1,0,5,53,4,4,1532,53,2809,16,25
0,1,6,38,4,2,1613,0,1444,16,36
1,0,3,52,3,5,1233,52,2704,9,9
0,1,3,37,3,5,794,0,1369,9,9
1,0,3,51,2,5,1368,51,2601,4,9
0,1,5,39,7,4,1777,0,1521,49,25
1,0,6,53,3,3,1915,53,2809,9,36
1,0,4,52,2,3,2068,52,2704,4,16
0,1,5,37,2,4,1113,0,1369,4,25
1,0,6,54,5,5,2538,54,2916,25,36
1,0,6,54,6,4,2438,54,2916,36,36
0,1,2,36,2,3,661,0,1296,4,4
0,1,9,40,5,3,2077,0,1600,25,81
1,0,1,53,7,2,1878,53,2809,49,1
1,0,5,53,4,4,1708,53,2809,16,25
1,0,8,54,5,2,1828,54,2916,25,64
1,0,3,53,5,3,1592,53,2809,25,9
1,0,2,50,1,3,700,50,2500,1,4
0,1,3,36,2,4,1259,0,1296,4,9
0,1,5,38,4,5,1359,0,1444,16,25
1,0,5,54,5,4,1781,54,2916,25,25
0,1,7,38,2,5,1680,0,1444,4,49
1,0,5,53,3,4,1612,53,2809,9,25
1,0,2,52,4,3,1400,52,2704,16,4
0,1,3,36,2,5,739,0,1296,4,9
1,0,3,52,4,2,1734,52,2704,16,9
0,1,1,36,4,3,790,0,1296,16,1
1,0,6,54,5,6,1800,54,2916,25,36
0,1,1,37,6,5,1243,0,1369,36,1
1,0,3,52,3,4,1546,52,2704,9,9
1,0,7,53,2,4,1929,53,2809,4,49
1,0,5,54,6,4,2366,54,2916,36,25
1,0,5,51,1,4,979,51,2601,1,25
0,1,2,36,3,3,1335,0,1296,9,4
0,1,6,38,3,5,1573,0,1444,9,36
1,0,7,54,5,5,1888,54,2916,25,49
0,1,3,37,4,4,1500,0,1369,16,9
1,0,5,54,5,4,1782,54,2916,25,25
1,0,5,54,5,4,1876,54,2916,25,25
1,0,7,53,3,5,1929,53,2809,9,49
0,1,2,36,3,6,881,0,1296,9,4
0,1,3,36,2,4,653,0,1296,4,9
0,1,6,38,3,5,1858,0,1444,9,36
1,0,5,51,1,3,1294,51,2601,1,25
1,0,7,53,3,4,1849,53,2809,9,49
1,0,5,53,4,5,1894,53,2809,16,25
1,0,7,53,2,3,1303,53,2809,4,49
1,0,5,54,5,4,1982,54,2916,25,25
1,0,8,52,1,5,1270,52,2704,1,64
1,0,5,54,5,4,2077,54,2916,25,25
0,1,6,38,4,6,1548,0,1444,16,36
1,0,11,53,1,4,1749,53,2809,1,121
0,1,8,38,2,5,1562,0,1444,4,64
1,0,8,53,3,5,1806,53,2809,9,64
1,0,3,52,3,4,1225,52,2704,9,9
1,0,3,53,5,3,1810,53,2809,25,9
0,1,4,37,2,4,1192,0,1369,4,16
0,1,2,37,4,4,1403,0,1369,16,4
0,1,2,37,4,4,1500,0,1369,16,4
0,1,6,38,3,2,1888,0,1444,9,36
0,1,7,38,3,3,2148,0,1444,9,49
1,0,6,53,3,4,1896,53,2809,9,36
1,0,3,53,5,3,1987,53,2809,25,9
1,0,4,53,4,3,1735,53,2809,16,16
1,0,5,53,3,4,1721,53,2809,9,25
1,0,2,50,1,4,1259,50,2500,1,4
1,0,3,52,3,2,1193,52,2704,9,9
1,0,4,52,3,4,1886,52,2704,9,16
1,0,2,51,3,2,972,51,2601,9,4
1,0,3,51,2,5,1505,51,2601,4,9
1,0,4,51,1,4,1126,51,2601,1,16
1,0,5,54,5,4,2093,54,2916,25,25
1,0,6,52,1,4,1454,52,2704,1,36
1,0,2,50,1,5,788,50,2500,1,4
1,0,5,53,4,4,1999,53,2809,16,25
0,1,5,38,3,4,1506,0,1444,9,25
0,1,5,41,10,6,2434,0,1681,100,25
0,1,5,39,6,5,2168,0,1521,36,25
1,0,4,53,5,4,2105,53,2809,25,16
1,0,8,53,2,5,1916,53,2809,4,64
1,0,10,53,1,2,1545,53,2809,1,100
1,0,7,53,2,4,1416,53,2809,4,49
1,0,7,54,4,4,1826,54,2916,16,49
0,1,4,37,3,3,1551,0,1369,9,16
1,0,6,52,2,6,1372,52,2704,4,36
0,1,4,37,2,4,1454,0,1369,4,16
1,0,8,51,0,4,1299,51,2601,0,64
1,0,1,50,1,3,912,50,2500,1,1
1,0,5,52,2,6,1403,52,2704,4,25
1,0,4,52,3,5,1661,52,2704,9,16
1,0,4,52,2,6,1572,52,2704,4,16
0,1,6,38,4,3,1615,0,1444,16,36
1,0,6,52,1,4,949,52,2704,1,36
1,0,5,53,3,4,1378,53,2809,9,25
1,0,3,52,4,3,1767,52,2704,16,9
1,0,6,55,8,3,2579,55,3025,64,36
0,1,2,36,3,2,1671,0,1296,9,4
1,0,4,51,1,6,1135,51,2601,1,16
0,1,4,36,1,6,815,0,1296,1,16
0,1,8,38,3,3,2222,0,1444,9,64
1,0,5,53,4,4,1700,53,2809,16,25
1,0,5,54,6,5,2529,54,2916,36,25
0,1,5,38,4,4,1538,0,1444,16,25
1,0,5,54,5,4,1800,54,2916,25,25
1,0,2,51,3,5,1386,51,2601,9,4
0,1,6,37,2,6,1282,0,1369,4,36
1,0,4,54,6,4,1870,54,2916,36,16
0,1,9,39,3,2,1937,0,1521,9,81
1,0,3,53,6,4,1656,53,2809,36,9
1,0,3,52,4,3,1937,52,2704,16,9
1,0,5,50,0,3,1111,50,2500,0,25
1,0,4,53,5,3,1989,53,2809,25,16
0,1,3,36,2,3,1339,0,1296,4,9
1,0,6,52,1,4,1480,52,2704,1,36
1,0,7,55,6,2,2285,55,3025,36,49
0,1,7,38,2,4,1866,0,1444,4,49
1,0,6,53,4,4,1867,53,2809,16,36
1,0,3,51,2,2,967,51,2601,4,9
0,1,6,37,2,5,1354,0,1369,4,36
1,0,3,51,2,5,1507,51,2601,4,9
0,1,5,36,1,4,1251,0,1296,1,25
1,0,8,53,3,4,2061,53,2809,9,64
0,1,4,38,5,2,1280,0,1444,25,16
0,1,3,35,0,6,987,0,1225,0,9
1,0,2,53,6,3,1920,53,2809,36,4
1,0,4,55,10,5,2952,55,3025,100,16
1,0,1,51,4,5,1654,51,2601,16,1
1,0,7,52,1,4,1565,52,2704,1,49
1,0,5,52,2,3,1570,52,2704,4,25
1,0,8,54,5,2,2562,54,2916,25,64
1,0,3,52,3,5,1826,52,2704,9,9
1,0,6,53,3,4,2109,53,2809,9,36
1,0,8,54,4,6,2270,54,2916,16,64
1,0,2,52,5,4,1329,52,2704,25,4
1,0,5,52,2,4,1367,52,2704,4,25
1,0,8,53,3,4,2243,53,2809,9,64
0,1,1,38,9,2,2199,0,1444,81,1
0,1,5,38,4,2,2330,0,1444,16,25
0,1,3,36,1,3,1103,0,1296,1,9
1,0,3,53,6,4,2225,53,2809,36,9
1,0,2,51,3,4,1301,51,2601,9,4
1,0,1,52,5,2,1220,52,2704,25,1
0,1,8,38,3,2,1806,0,1444,9,64
1,0,6,52,2,5,1589,52,2704,4,36
0,1,7,39,4,2,2165,0,1521,16,49
0,1,2,35,1,4,294,0,1225,1,4
1,0,3,51,1,3,991,51,2601,1,9
1,0,4,51,1,2,1445,51,2601,1,16
1,0,5,54,5,5,2364,54,2916,25,25
1,0,6,53,4,3,1723,53,2809,16,36
1,0,4,51,1,3,1296,51,2601,1,16
0,1,2,37,4,5,1680,0,1369,16,4
0,1,5,37,2,4,1313,0,1369,4,25
1,0,3,52,3,3,1171,52,2704,9,9
1,0,4,52,2,5,1220,52,2704,4,16
0,1,6,38,4,4,1706,0,1444,16,36
1,0,7,53,2,3,1588,53,2809,4,49
1,0,3,51,2,2,1149,51,2601,4,9
1,0,8,53,2,3,1772,53,2809,4,64
0,1,6,37,1,5,1250,0,1369,1,36
1,0,5,52,2,3,1557,52,2704,4,25
1,0,5,51,1,5,1558,51,2601,1,25
0,1,6,37,1,4,1415,0,1369,1,36
1,0,8,53,2,4,1797,53,2809,4,64
1,0,4,52,3,5,1473,52,2704,9,16
1,0,8,54,4,4,1650,54,2916,16,64
1,0,5,54,5,5,1810,54,2916,25,25
1,0,2,52,4,6,1570,52,2704,16,4
1,0,5,53,4,5,1535,53,2809,16,25
1,0,4,51,1,4,1367,51,2601,1,16
1,0,3,53,5,4,2390,53,2809,25,9
1,0,8,54,4,5,2306,54,2916,16,64
1,0,7,52,1,7,1513,52,2704,1,49
1,0,4,52,3,4,1760,52,2704,9,16
1,0,6,52,1,4,1253,52,2704,1,36
1,0,7,55,7,5,2380,55,3025,49,49
1,0,2,51,2,7,1219,51,2601,4,4
1,0,4,53,4,3,1421,53,2809,16,16
1,0,4,52,3,4,1664,52,2704,9,16
0,1,3,37,3,4,1411,0,1369,9,9
0,1,7,39,4,4,1658,0,1521,16,49
1,0,5,53,3,4,1728,53,2809,9,25
0,1,1,36,4,6,849,0,1296,16,1
0,1,6,38,4,4,1830,0,1444,16,36
1,0,2,51,3,4,1370,51,2601,9,4
1,0,6,53,4,6,1822,53,2809,16,36
0,1,2,36,2,2,1127,0,1296,4,4
1,0,3,52,4,4,1805,52,2704,16,9
1,0,6,53,3,5,1515,53,2809,9,36
1,0,4,50,0,5,1491,50,2500,0,16
0,1,2,37,4,4,1099,0,1369,16,4
0,1,3,37,4,5,1945,0,1369,16,9
1,0,3,52,3,5,1292,52,2704,9,9
1,0,2,53,6,5,1624,53,2809,36,4
0,1,3,36,1,3,857,0,1296,1,9
1,0,4,52,2,4,1354,52,2704,4,16
0,1,2,36,2,5,961,0,1296,4,4
1,0,4,51,1,4,1373,51,2601,1,16
1,0,5,53,3,4,1614,53,2809,9,25
1,0,2,49,0,3,611,49,2401,0,4
1,0,5,53,3,3,2039,53,2809,9,25
0,1,7,38,2,3,1639,0,1444,4,49
1,0,6,53,3,4,1907,53,2809,9,36
0,1,4,38,5,6,1765,0,1444,25,16
0,1,7,38,2,6,1431,0,1444,4,49
1,0,4,53,5,5,2015,53,2809,25,16
0,1,8,39,4,4,1980,0,1521,16,64
1,0,10,53,2,4,1821,53,2809,4,100
1,0,8,53,3,5,1845,53,2809,9,64
1,0,3,53,5,3,1753,53,2809,25,9
0,1,6,37,1,3,1178,0,1369,1,36
1,0,6,54,5,5,2287,54,2916,25,36
0,1,5,38,4,3,1934,0,1444,16,25
1,0,2,50,1,2,1362,50,2500,1,4
1,0,5,53,4,4,1158,53,2809,16,25
1,0,5,53,4,3,1751,53,2809,16,25
0,1,5,38,3,5,1901,0,1444,9,25
0,1,5,37,2,5,1328,0,1369,4,25
0,1,5,39,5,5,1655,0,1521,25,25
1,0,4,52,2,5,1143,52,2704,4,16
0,1,8,39,4,6,1826,0,1521,16,64
1,0,6,52,1,4,1515,52,2704,1,36
1,0,4,52,2,4,1484,52,2704,4,16
1,0,1,50,1,5,745,50,2500,1,1
1,0,7,53,3,4,1771,53,2809,9,49
0,1,10,38,1,5,1387,0,1444,1,100
0,1,4,36,1,3,931,0,1296,1,16
1,0,9,55,5,5,2356,55,3025,25,81
0,1,5,38,4,2,1789,0,1444,16,25
0,1,3,38,5,4,1572,0,1444,25,9
0,1,4,36,1,4,862,0,1296,1,16
1,0,9,53,2,4,1972,53,2809,4,81
1,0,6,52,2,5,1994,52,2704,4,36
0,1,5,36,1,5,1439,0,1296,1,25
0,1,6,39,5,4,1754,0,1521,25,36
1,0,6,52,1,4,1631,52,2704,1,36
1,0,2,52,4,6,1271,52,2704,16,4
1,0,3,51,1,2,1471,51,2601,1,9
1,0,5,53,4,4,2042,53,2809,16,25
1,0,5,51,1,3,1340,51,2601,1,25
1,0,4,52,2,5,1228,52,2704,4,16
0,1,6,36,0,4,1101,0,1296,0,36
0,1,2,36,3,2,1221,0,1296,9,4
1,0,5,54,5,4,1902,54,2916,25,25
0,1,5,38,3,5,1368,0,1444,9,25
1,0,7,54,4,4,1481,54,2916,16,49
0,1,5,37,2,5,1601,0,1369,4,25
0,1,8,38,3,4,1585,0,1444,9,64
1,0,8,55,6,3,2014,55,3025,36,64
0,1,7,38,3,4,1599,0,1444,9,49
1,0,7,53,3,5,1979,53,2809,9,49
1,0,3,52,4,5,1956,52,2704,16,9
1,0,5,54,5,4,2175,54,2916,25,25
0,1,5,37,2,4,1332,0,1369,4,25
0,1,2,37,5,4,1655,0,1369,25,4
1,0,3,52,4,5,2047,52,2704,16,9
1,0,1,52,6,5,1425,52,2704,36,1
1,0,9,56,7,4,2350,56,3136,49,81
1,0,4,51,1,3,1395,51,2601,1,16
1,0,6,52,2,4,1541,52,2704,4,36
1,0,7,51,0,6,1257,51,2601,0,49
1,0,6,52,2,5,1928,52,2704,4,36
1,0,3,52,3,5,1005,52,2704,9,9
1,0,5,52,2,5,1653,52,2704,4,25
0,1,3,37,4,5,1304,0,1369,16,9
1,0,3,52,3,4,968,52,2704,9,9
1,0,3,51,2,4,1323,51,2601,4,9
1,0,12,54,3,4,2470,54,2916,9,144
1,0,9,54,4,5,1674,54,2916,16,81
1,0,4,52,2,4,1422,52,2704,4,16
1,0,7,55,7,5,2437,55,3025,49,49
1,0,3,51,1,5,903,51,2601,1,9
0,1,6,38,4,6,1855,0,1444,16,36
1,0,4,53,4,5,1337,53,2809,16,16
1,0,4,51,1,3,1163,51,2601,1,16
1,0,4,52,3,5,1785,52,2704,9,16
0,1,3,36,1,3,1289,0,1296,1,9
0,1,8,38,2,5,1375,0,1444,4,64
1,0,7,52,1,4,1366,52,2704,1,49
1,0,3,51,2,5,1230,51,2601,4,9
